ID,review,cleaned_review,date,verification_status,neg_score,neu_score,pos_score,rating
536,The crew at Denver airport is top notch! So impressed with their customer service. They were very patient and courteous. Thank you all for being amazing.,crew denver airport top notch impressed customer service patient courteous thank amazing,2021-10-04,Verified ,0.0016948334,0.005421241,0.99288386,5
537,An ordinary BA domestic shuttle flight from Belfast to London Heathrow. Usually uneventful except for the cabin crew announcement three times advising people complete a UK passenger arrival form from the gov.uk website or risk prosecution. Some people challenged this statement and were rebuked. BA Cabin Crew were adamant that this was now a requirement. But the regular traveller amongst us knew this was incorrect advice. Some people were anxious departing the aircraft. Other than that crisp snacks and water were offered which is a nice touch. Sky Cafe still not on sale - not quite sure why given COVID protocols in the UK are mainly relaxed now. BA is still by far the best operator from Ulster to England.,ordinary domestic shuttle belfast heathrow usually uneventful except cabin crew announcement three times advising people complete uk passenger arrival form govuk website risk prosecution people challenged statement rebuked cabin crew adamant requirement regular traveller amongst us knew incorrect advice people anxious departing crisp snacks water offered nice touch sky cafe still sale quite sure given covid protocols uk mainly relaxed still far best operator ulster england,2021-10-03,Verified ,0.19544639,0.47711614,0.32743746,2
538,I’ve had to book six flights with BA recently. All have either been cancelled or had a significant time change. The latest flight was so late into Heathrow we missed our connecting flight even though we’d scheduled around 2 hours between flights. BA staff at Heathrow were rude and generally clueless for the most part. They couldn’t get us to our destination within 24 hours of our scheduled arrival time. We booked an easyJet flight from Gatwick instead and had to pay to get ourselves to Gatwick. A complaint was registered several weeks ago with no response so far. Perhaps BA have a backlog of complaints the way they are performing at the moment. It’s an embarrassment that our national flag carrier is being comfortably out performed by budget airlines but that appears to be the case at the moment.,ive book six recently either cancelled significant time change latest late heathrow missed connecting even though wed scheduled around hours staff heathrow rude generally clueless part couldnt get us destination within hours scheduled arrival time booked easyjet gatwick instead pay get gatwick complaint registered several weeks ago response far perhaps backlog complaints way performing moment embarrassment national flag carrier comfortably performed budget airlines appears case moment,2021-10-02,Not Verified,0.8801154,0.1075263,0.012358271,1
539,The service is got super inconsistent on BA and the management of our diverted flight was unprofessional and lacked any shred of empathy. The flight down from London I was in business class I asked for the mini bottle of champagne that I always treat myself to the cabin crew member said I can’t give you the bottle only a glass. However the other crew member was giving bottles to other passengers in row one and two we were in 3. I asked for a top up and staff said not until they were finished the business cabin in case they would run Out. The crew should not pick and choose one passenger over another and change the service that is not fair. We got diverted as volcano ash was impacting Tenerife we needed to refuel at Gran Canaria 20 mins from Tenerife but we were diverted to Malaga. We got an e mail clearly stating meals and accommodation the crew also said the same - we got to the hotel and no dinner for us and there was no room service. Breakfast was at eight but our bus to the airport was also at eight all we could do at 7.50 was to grab something from the buffet and run to the coach. I have been on diverted flights before we got dinner and  breakfast.,service got super inconsistent management diverted unprofessional lacked shred empathy business class asked mini bottle champagne always treat cabin crew member said cant give bottle glass however crew member giving bottles passengers row one two asked top staff said finished business cabin case would run crew pick choose one passenger another change service fair got diverted volcano ash impacting tenerife needed refuel gran canaria mins tenerife diverted malaga got e mail clearly stating meals accommodation crew also said got hotel dinner us room service breakfast eight bus airport also eight could grab something buffet run coach diverted got dinner breakfast,2021-10-01,Verified ,0.70167845,0.26649556,0.031826057,1
540,"Such terrible service in Club World. Such indifference and lackadaisical attitude. Hardly any service. Everything has to be asked for and gotten. Asked for a cup of tea and had the flight say..'whaa' and then when I said cup of tea she said yes...asked if wanted milk and sugar. Brought to me lukewarm tea with 2 sugar sachets, no spoon or stirrer. Pushed the bell for stirrer and had to wait a full 3 mins before someone came by, eventually for a spoon and had to drink cold tea. Seriously BA...what are you doing? Is this how you welcome back people to fly?",terrible service club world indifference lackadaisical attitude hardly service everything asked gotten asked cup tea saywhaa said cup tea said yesasked wanted milk sugar brought lukewarm tea sugar sachets spoon stirrer pushed bell stirrer wait full mins someone came eventually spoon drink cold tea seriously bawhat welcome back people,2021-09-26,Verified ,0.914617,0.07631032,0.009072538,1
541,LHR to LCA. Galleries Lounge chock-a-block first thing on a Wednesday morning and T5 seemed as bustling as pre-pandemic. Boarding by groups efficient and flight almost full. Superficially the cabin seemed clean although long hairs on pillows gave the game away. Expanded Club Europe stretching back 12 rows - the new norm? Departure on time. Good drinks service which sequed smoothly into lunch. Post-COVID lunch remains restricted - Do&Co must be horrified by what they're having to produce: miniscule salads and the worst gnocchi dish I've ever tasted. Wi-Fi access wasn't free for business class passengers: £4.99 for an hour of intermittent service is excessive. Arrival ahead of schedule and no issues with passport control at LCA.,lhr lca galleries lounge chockablock first thing wednesday morning seemed bustling prepandemic groups efficient almost full superficially cabin seemed clean although long hairs pillows gave game away expanded club europe stretching back rows new norm departure time good drinks service sequed smoothly lunch postcovid lunch remains restricted doco must horrified theyre produce miniscule salads worst gnocchi dish ive ever tasted wifi access wasnt free business class passengers hour intermittent service excessive arrival ahead schedule issues passport control lca,2021-09-22,Verified ,0.30880588,0.40708834,0.28410584,2
542,"Very pleasant flight to Lisbon! It was a full flight and we left about 10min late as we were taken to the aircraft by bus at Heathrow and the gate staff allow too much hand luggage to the aircraft. However, in the air great service by the 3 male crew on a big Club class cabin. Friendly and efficient crew even to some demanding and obnoxious passengers. Late breakfast/brunch served was tasty. What a contrast to the Iberia crew (Lisbon/Madrid/London) who were cold and unprofessional.",pleasant lisbon full left min late taken bus heathrow gate staff allow much hand luggage however air great service male crew big club class cabin friendly efficient crew even demanding obnoxious passengers late breakfastbrunch served tasty contrast iberia crew lisbonmadridlondon cold unprofessional,2021-09-21,Verified ,0.036280178,0.13479741,0.8289224,4
543,"No check in staff for Economy. Never experienced this before. While Business passengers strolled up, Economy passengers were left standing for 90 mins plus.",staff economy never experienced business passengers strolled economy passengers left standing mins plus,2021-09-21,Verified ,0.5383362,0.39191088,0.06975289,1
544,"No refund for flights cancelled 14 months ago but provided a ticket voucher valid until 30 April 2022. Tickets bought on Edreams on June 16, 2020 for a flight on July 7, 2020, from Geneva to São Paulo through London (British Airways), round trip. The LHR-GRU flight was cancelled without any explanation. I contacted both Edreams and BA a number of times in the last 14 months but they did not refund the 461 Euros that I paid.",refund cancelled months ago provided ticket voucher valid april tickets bought edreams june july geneva paulo round trip lhrgru cancelled without explanation contacted edreams number times last months refund euros paid,2021-09-13,Verified ,0.6382035,0.33150464,0.03029194,1
545,Stranded in the lounge because I wasn't allocated a seat. This for a flight that I booked months ago. I didn't want to use them but was forced to because Emirates wasn't available. I advise travelers to shun them too and look for more customer friendly options.,stranded lounge wasnt allocated booked months ago didnt want use forced emirates wasnt available advise travelers shun look customer friendly options,2021-09-11,Verified ,0.7480197,0.22583114,0.026149163,1
546,"I think British Airways needs to be much clearer about what their Covid-19 ""travel flexibility"" really means, because it doesn't pass the common-sense test: I purchased a round-trip business class ticket from New York to-and-from Mykonos through London. I traveled there with no problem. The day before my return to New York, though, I took my Covid-19 test and learned that I tested positive. I tried to call the airline on the many usless numbers they provide on their website. The recorded message drones on and on about how they have no one to answer the phone because of Covid safety and simply says ""therefore we can't answer your call; try again."" No ability to leave a call-back number or a voicemail, etc. For whatever reason the BA website thought that I had bought the ticket through a third-party agent (I did not - I bought it on BA.com) and so wouldnt let me cancel or reschedule the flight on the web site. I called and called over the coming days and could not get through to the London, Athens or New York lines. Two days later after having 2 negative PCR tests (the most accurate test), I learned I was not positive and so had to buy a new $5000 return flight to the U.S. I've now been calling the BA USA customer service line for nearly a month at least every other day, never to get through. Finally did and have been told that the fact that I couldnt get on the flight because of a COVID scare counts for nothing. The fact they dont have enough people answering the phone counts for nothing. Or that I was unable to change the flight to a few days later on the web site becuase the ticket was mis-booked. They have offered that if I send them a Greek doctor's note saying that I was sick, then they'll give me a voucher for a future flight from Mykonos to New York. I am speechless at the stupidity of this whole situation.",think needs much clearer covid travel flexibility really means doesnt pass commonsense test purchased roundtrip business class ticket new york toandfrom mykonos traveled problem day return new york though took covid test learned tested positive tried call many usless numbers provide website recorded message drones one answer phone covid safety simply says therefore cant answer call try ability leave callback number voicemail etc whatever reason website thought bought ticket thirdparty agent bought bacom wouldnt let cancel reschedule web site called called coming days could get athens new york lines two days later negative pcr tests accurate test learned positive buy new return us ive calling usa customer service line nearly month least every day never get finally told fact couldnt get covid scare counts nothing fact dont enough people answering phone counts nothing unable change days later web site becuase ticket misbooked offered send greek doctors note saying sick theyll give voucher future mykonos new york speechless stupidity whole situation,2021-09-09,Verified ,0.8017412,0.17698547,0.02127329,1
547,"My flight from Boston to Heathrow arrived in time, but I and other passengers were not allowed to disembark the plane. We were kept in the tarmac for one hour and a half without being given sufficient information about what was causing this delay. Because of this delay, I and other passengers lost the connecting flight to Tirana. I was offered another connecting flight which was 8 hours later from the time of arrival. When I booked this flight, one of the main reasons that made me choose it was the fact that the layover was a little bit more than an hour. Turning it into an 8 hour layover I think is unacceptable and very poor customer service. It shows lack of respect for your clients and lack of commitment by this company to provide to their customers what they were promised and what they paid for. I am very disappointed by this experience.",boston heathrow arrived time passengers allowed disembark kept tarmac one hour half without given sufficient information causing delay delay passengers lost connecting tirana offered another connecting hours later time arrival booked one main reasons made choose fact layover little bit hour turning hour layover think unacceptable poor customer service shows lack respect clients lack commitment company provide customers promised paid disappointed experience,2021-09-08,Verified ,0.952064,0.04364645,0.0042896853,1
548,"Year after year the British Airways (BA) service on the same route (Washington-London) is becoming worse. We just had one bad experience after another on this route in July 2021.  British Airways (BA) notified us that our connection flight to Nice was bumped from 2pm to 6pm so we had to spend an extra 4 hours in the airport during this COVID era. Their website and emails prior to our day of flight kept asking us to check UK.gov for the COVID rules and regulations for transit through London which said that no COVID test was necessary if we could show proof of vaccine, however upon our arrival at the airport they told us we needed to go to the basement to take a COVID test to show negative results. They charged us $250 per person for a rapid COVID test which was an outrage and totally unnecessary. We could have gotten the test done at a cheaper rate had we known that this was a requirement prior to our flight. Food service was horrible (they served food with lots of cheese to me while I had requested a vegan meal due to may dairy allergies). BA damaged our Samsonite luggage and they told us at the airport that we needed to report this online. We have been trying to resolve this issue since July and after asking us for photos like 10 times, they are still giving us the run around.",year year service route washingtonlondon becoming worse one bad experience another route july notified us connection nice bumped pm pm spend extra hours airport covid era website emails prior day kept asking us ukgov covid rules regulations transit said covid test necessary could show proof vaccine however upon arrival airport told us needed go basement take covid test show negative results charged us per person rapid covid test outrage totally unnecessary could gotten test done cheaper rate known requirement prior food service horrible served food lots cheese requested vegan meal due may dairy allergies damaged samsonite luggage told us airport needed report online trying resolve issue since july asking us photos like times still giving us run around,2021-09-07,Verified ,0.9045718,0.08619254,0.009235826,1
549,"BA used to be my go to carrier and I am a silver member. However their service seems to have gone hugely downhill. Flights get cancelled, the best alternative flights are offered and whilst in theory you can cancel or amend bookings online or on the app, invariably this is not possible. You cannot contact them by email and you may find yourself sitting on a phone for 40 plus minutes to speak to someone. If they are busy due to cancelled flights they need to employ people to answer calls and emails promptly. I was stunned by the recent cancellation to my Catania flight two weeks before I was due to travel.",used go carrier silver member however service seems gone hugely downhill get cancelled best alternative offered whilst theory cancel amend bookings online app invariably possible cannot contact email may find sitting phone plus minutes speak someone busy due cancelled need employ people answer calls emails promptly stunned recent cancellation catania two weeks due travel,2021-08-27,Verified ,0.79661083,0.1793449,0.024044259,1
550,"The entertainment system was working badly, the screen was freezing every time I wanted to open flight map. Though the aircraft was 8 years only, the window blinds worked with delays. The crew informed passengers that there would be no headphones provided as it was supposed to be a short-haul flight. After flying with Aeroflot and S7 Airlines, I expected to receive an excellent BA service, but I got only a pack of crisps and a tiny bottle of water. I think it’s unacceptable for a non-low-cost carrier to offer service like this. I can get that hot meals on board are now rare. I loved the most comfortable seats in my life! I tend to have problems with sleeping on board, but this time I didn’t even noticed my falling asleep right after takeoff.",entertainment system working badly screen freezing every time wanted open map though years window blinds worked delays crew informed passengers would headphones provided supposed shorthaul aeroflot airlines expected receive excellent service got pack crisps tiny bottle water think unacceptable nonlowcost carrier offer service like get hot meals board rare loved comfortable seats life tend problems sleeping board time didnt even noticed falling asleep right takeoff,2021-08-26,Verified ,0.42819896,0.31621578,0.25558528,2
551,I flew on British Airways Cheapest Fare which was a Hand Baggage Only fare in Economy Class. Despite this being the cheapest fare you can actually carry two pieces of cabin luggage both weighing up to 23KG each. The value for money here is incredible. The ground staff at London Heathrow are very polite and helpful. The plane was clean and the cabin crew were very smiley and polite. This was a short haul flight but we were given a free packet of crisps and a bottle of water. There was Wifi onboard which we paid £11.99 for the full flight access package and it was great. It was fast enough to stream a movie on Netflix. If you are considering between a low cost carrier and a premium carrier like BA pay the extra and fly with the premium carrier. With the generous cabin luggage allowance and the free snacks on board it may end up being cheaper and nobody claps when the plane lands.,flew cheapest fare hand baggage fare economy class despite cheapest fare actually carry two pieces cabin luggage weighing kg value money incredible ground staff heathrow polite helpful clean cabin crew smiley polite short haul given free packet crisps bottle water wifi onboard paid full access package great fast enough stream movie netflix considering low cost carrier premium carrier like pay extra premium carrier generous cabin luggage allowance free snacks board may end cheaper nobody claps lands,2021-08-22,Verified ,0.00306658,0.033161066,0.96377224,5
552,Very efficient evening bag drop. Security quick. Galleries North lounge was very good. Food and drinks fine. Plane left on time pre ordered door was ok. Early arrival. Fortunately only our bags were not given priority tags and came out early!,efficient evening bag drop security quick galleries north lounge good food drinks fine left time pre ordered door ok early arrival fortunately bags given priority tags came early,2021-08-19,Verified ,0.0036321192,0.037634995,0.9587328,5
553,"Me and my 1 year 11 months baby girl flew business class from Moscow Domodedovo to London Heathrow on 11 august. When we landed at Heathrow, my baby was sleeping. I asked stewards for my stroller, and they said it is going to wait for me at the and of the corridor before entrance to terminal building. I grabbed my sleeping baby, who is nearly 15 kg, and luggage bag (another 15 kg) and walked away. I went and entered the building, and met no one with my pram or just my pram left somewhere in this corridor. And there was no one to ask. Just a flow of passengers behind me and in front of me. On top of that, we landed at terminal 5,and I had to travel on a train to arrivals terminal for passport control and other procedures still on my own, holding my baby and heavy bag on my shoulder. I met no one whom I can ask for a help. First British airways representative I met was after passport control , i explained the situation and he said that I have to go downstairs and my pram will be with my suitcases.  No further assistance or help. I had to wait another hour for luggage and pram. I am absolutely frustrated, upset and disappointed! I can see that British Airways do not care about mothers with kids at all.",year months baby girl flew business class moscow domodedovo heathrow august landed heathrow baby sleeping asked stewards stroller said going wait corridor entrance terminal building grabbed sleeping baby nearly kg luggage bag another kg walked away went entered building met one pram pram left somewhere corridor one ask flow passengers behind front top landed terminal travel train arrivals terminal passport control procedures still holding baby heavy bag shoulder met one ask help first representative met passport control explained situation said go downstairs pram suitcases assistance help wait another hour luggage pram absolutely frustrated upset disappointed see care mothers kids,2021-08-17,Verified ,0.870059,0.116925165,0.01301583,1
554,"For this flight from Heathrow T5, passengers were piled into the bus and left for 30 mins at the terminal.  Very unhappy passengers - and when confronted the BA transport manager's response was ""sorry - we are still learning"". On arrival at the aircraft a gentleman who came on a wheelchair had no help with his luggage (I helped). Shame - since lounge service was very good. For the flight out from Munich BA had not (re) signed up to the now open lounge in Munich. To me looks like a systemic failing rather than a one off event.",heathrow passengers piled bus left mins terminal unhappy passengers confronted transport managers response sorry still learning arrival gentleman came wheelchair help luggage helped shame since lounge service good munich signed open lounge munich looks like systemic failing rather one event,2021-08-11,Verified ,0.68163604,0.2562762,0.062087886,1
555,"BA encourage you to download verifly to speed up your check-in, this is absolutely rubbish as the desk staff don’t seem to want this, they want to see the actual forms tests etc! This wasted about 40 minutes and is pointless. The return flight again had no access to the club lounge, you pay for extras such as this as part of the business class ticket price and should by now be made available again (last 2 flight not available at NCE but this is more a part of the Covid experience). On board staff were good although one did joke to another welcome to Ryanair. On board food was very good for a short haul flight.",encourage download verifly speed checkin absolutely rubbish desk staff dont seem want want see actual forms tests etc wasted minutes pointless return access club lounge pay extras part business class ticket price made available last available nce part covid experience board staff good although one joke another welcome ryanair board food good short haul,2021-08-08,Verified ,0.4976578,0.28540874,0.2169335,2
556,They cancelled a flight I booked three months ago for some operational problem at a time where the prices are off the roof. British Airways could not give me any alternatives other than refund or a voucher.,cancelled booked three months ago operational problem time prices roof could give alternatives refund voucher,2021-07-27,Verified ,0.90890646,0.08454724,0.0065463996,1
557,"I’ve been flying with BA for years and never had any issues. I recently had to arrange to have surgery in Budapest and naturally wanted to fly BA. So I booked my flights from BHD to BUD via LHR online on their site. Once booked I informed the hospital and confirmed my appointment. The very next day I received an email from BA telling me they had cancelled my flight to BUD but not to worry as they had moved me to an earlier (a much earlier) flight the same day. Only problem was this earlier flight departed around two hours before my flight from BHD arrived. I would have thought that this would have flashed up on their system as being an issue, but seemingly not… *interlude* To get into Hungary during covid one needs a valid reason, with medical treatment being one. I had to fill in a very confusing form on the Hungarian police website that was a confusing mix of Hungarian and pidgin English. Anyway form filled in with flight numbers etc, emailed to the authorities there and exemption granted. So I took the earlier flight but this meant I had to fly into London the previous evening and stay overnight in a hotel. So operation booked, hotel booked, airport transfers booked immigration papers amended and re sent and admiration granted and flights re booked, what could go wrong? Around three weeks before I was due to travel, BA, rather unsportingly, decided to cancel my flight to BUD again. Needless to say I was furious. I complained to BA customer services and was given a stock excuse about covid disrupting air travel. Great excuse, only having looked at BUD arrivals info, Ryanair had been flying there once daily for at least the preceding several months. So BA’s covid excuse rang somewhat hollow. Epilogue: I got refunded most of my money from the flights I booked with BA, although they refused to refund my BHD - LHR flights because who knows? I also lost the money I had spent on a hotel and half of the money I had spent on booking airport transfers. Given the cavalier attitude BA seem to have to bookings and their indifference to ruining weeks of preparation on my part and the fact that I lost a not inconsiderable sum of money, I’ve decided to avoid BA from now on.",ive years never issues recently arrange surgery budapest naturally wanted booked bhd bud via lhr online site booked informed hospital confirmed appointment next day received email telling cancelled bud worry moved earlier much earlier day problem earlier departed around two hours bhd arrived would thought would flashed system issue seemingly interlude get hungary covid one needs valid reason medical treatment one fill confusing form hungarian police website confusing mix hungarian pidgin english anyway form filled numbers etc emailed authorities exemption granted took earlier meant previous evening stay overnight hotel operation booked hotel booked airport transfers booked immigration papers amended sent admiration granted booked could go wrong around three weeks due travel rather unsportingly decided cancel bud needless say furious complained customer services given stock excuse covid disrupting air travel great excuse looked bud arrivals info ryanair daily least preceding several months bas covid excuse rang somewhat hollow epilogue got refunded money booked although refused refund bhd lhr knows also lost money spent hotel half money spent booking airport transfers given cavalier attitude seem bookings indifference ruining weeks preparation part fact lost inconsiderable sum money ive decided avoid,2021-07-22,Verified ,0.66278464,0.29111755,0.046097763,1
558,"Check in well organised. No lounge in Cancun. Efficient boarding process. Given water bottle before take off, no welcome drink. Now COVID rules are being relaxed this needs to change. Menu good and food acceptable. Staff were experienced and well organised and gave a very slick on board experience. Managed to sleep a few hours. For the first time my tagged luggage was off quickly. This may reflect the fact that our flight was the only one into Gatwick at that time.",well organised lounge cancun efficient process given water bottle take welcome drink covid rules relaxed needs change menu good food acceptable staff experienced well organised gave slick board experience managed sleep hours first time tagged luggage quickly may reflect fact one gatwick time,2021-07-20,Verified ,0.016071286,0.1868188,0.79710984,4
559,"Departure LGW north so Aspire lounge. Bag from fine, lounge basic, on time departure. Cabin crew welcoming but only given menu, water and amenity pack. Looks like some of White Company bedding options removed. Lunch was fine and good pre meal drinks service. Not complete return to old days but getting there. Flight generally good. Early touch down. Club world luggage off last which meant a wait of 75 minutes for luggage!",departure lgw north aspire lounge bag fine lounge basic time departure cabin crew welcoming given menu water amenity pack looks like white company bedding options removed lunch fine good pre meal drinks service complete return old days getting generally good early touch club world luggage last meant wait minutes luggage,2021-07-13,Verified ,0.0075912955,0.092208914,0.9001998,5
560,"Booked flight six months before travel, then month before the flight BA cancelled the flight giving the option to rebook for another day - bearing in mind that people have work and school that wasn't ideal on top of booked parking for over three weeks. We rebooked the flight- as suggested by them and a week later BA cancelled the rebooked flight. We were told that we will receive a refund within 10 working days. Over two weeks passed and I called again. I was informed that they can't give a time frame for processing refunds, and no refund issued yet. BA representative refuses to give contact details to the manager, they cut the phone.",booked six months travel month cancelled giving option rebook another day bearing mind people work school wasnt ideal top booked parking three weeks rebooked suggested week later cancelled rebooked told receive refund within working days two weeks passed called informed cant give time frame processing refunds refund issued yet representative refuses give contact details manager cut phone,2021-07-09,Not Verified,0.7463844,0.22794025,0.025675425,1
561,"The airline cancelled my initial return flight with a 2 hours layover in London, and my only option was to book the next flight that has a 7-8 hours layover. That's before I board the flight to Toronto. While i understand schedule changes, and do my best to stay positive and supportive, i contacted the airline, asking for upgrades to a best seat. I asked for access to the airport lounge during my prolonged stay in the airport. They denied my ask, no explanations and no empathy. Not only that, but they ignored my subsequent ask to provide a path to escalation. Again, not the change in schedule, not the extra 5 hours layover time. Just the way they chose to treat a customer who didn't do anything wrong except trusting them with his commute.",cancelled initial return hours layover option book next hours layover thats board toronto understand schedule changes best stay positive supportive contacted asking upgrades best asked access airport lounge prolonged stay airport denied ask explanations empathy ignored subsequent ask provide path escalation change schedule extra hours layover time way chose treat customer didnt anything wrong except trusting commute,2021-07-07,Not Verified,0.7557398,0.21902853,0.02523169,1
562,"I was traveling with my wife in business class from Seattle to Bangalore via connecting flight in London and we reserved our seats together while booking the tickets. But mysteriously they changed it later and when we got our boarding pass, they assigned 11h and 5d. Called several times but they couldn't do anything and gave us explanations like may be some one else needed those seats and there are no other seats together available. When we boarded, the whole plane was empty and still they didn't allow us to seat together.",traveling wife business class seattle bangalore via connecting reserved seats together booking tickets mysteriously changed later got pass assigned h called several times couldnt anything gave us explanations like may one else needed seats seats together available boarded whole empty still didnt allow us together,2021-06-27,Not Verified,0.6588773,0.3134165,0.027706178,1
563,"I usually avoid BA because of its appalling customer service and sneaky extra charges, but this flight was my only option. Note that BA actually charges for seat pre-selection in biz class -- 100 UK pounds in this case! Does any other airline in the world dare do that? I saved the money and waited until checkin to choose my seat for free. The seats were BA's universally derided, cramped 6-across back-to-front configuration, where you stare into the face of your seat mate an arm's length away. No other airline ever came up with this awkward arrangement --- I wonder why? No preflight drink was offered. At meal time I selected one of the three main offerings, only to be told it wasn't available -- even though there were only 3 people in my 16 seat biz section. The seat area has practically no storage except a tiny drawer at ankle level that is inaccessible when the seat is in lie flat position. The ""bed"" is the narrowest I have experienced in biz class, and is also very hard. The cabin was very cold and the blanket very thin; I had to raid blankets from two other seats just to stay warm. The amenity kit is the smallest I've ever seen in biz class -- it fits in the palm of the hand. All in all, this uncomfortable, miserly experience is hardly worth the £5,727 that BA charges for this route. I used miles to pay for my ticket -- but of course got whacked with BA's unique and notorious ""fuel surcharge"" fee of $636 for using miles.",usually avoid appalling customer service sneaky extra charges option note actually charges preselection biz class uk pounds case world dare saved money waited checkin choose free seats bas universally derided cramped across backtofront configuration stare face mate arms length away ever came awkward arrangement wonder preflight drink offered meal time selected one three main offerings told wasnt available even though people biz section area practically storage except tiny drawer ankle level inaccessible lie flat position bed narrowest experienced biz class also hard cabin cold blanket thin raid blankets two seats stay warm amenity kit smallest ive ever seen biz class fits palm hand uncomfortable miserly experience hardly worth charges route used miles pay ticket course got whacked bas unique notorious fuel surcharge fee using miles,2021-06-22,Verified ,0.80440354,0.16735666,0.028239818,1
564,"Aktion airport has only recently opened its new facilities and check-in and departure certainly seemed very clean and efficient, although admittedly it’s only having to cope with a low passenger load at present. It was good to see that check-in carefully scrutinised lateral flow certificates and passenger locator forms. Thanks to just 30 passengers on board, with more than half in Club Europe, the flight took off ahead of time. Service was a little perfunctory and the food was more reminiscent of economy than business class, with too much pre-packaging - the COVID effect, presumably. Arrival into T5 was also comfortably ahead of schedule, and although we were dreading many hours of queuing at border control, we were through the e-gates and collecting our luggage just 20 minutes after landing.",aktion airport recently opened new facilities checkin departure certainly seemed clean efficient although admittedly cope low passenger load present good see checkin carefully scrutinised lateral flow certificates passenger locator forms thanks passengers board half club europe took ahead time service little perfunctory food reminiscent economy business class much prepackaging covid effect presumably arrival also comfortably ahead schedule although dreading many hours queuing border control egates collecting luggage minutes landing,2021-06-13,Not Verified,0.015458465,0.13497406,0.8495674,4
565,"I want to say a big thank you to Kahina Ladjouze. After frustratingly missing my flight due to M25 road closures, she helped me secure and book the next day flight without additional charges. I am really grateful.",want say big thank kahina ladjouze frustratingly missing due road closures helped secure book next day without additional charges really grateful,2021-06-07,Verified ,0.021737192,0.08145971,0.89680314,5
566,"After sixteen months of being grounded by COVID, it felt almost surreal to be back in T5, heading for what to us was essential summer sun in Greece. T5 was blissfully quiet, with no queues at check-in or security, and even the Galleries South lounge was less frenetic than usual, despite families with kids similarly desperate to escape Boris Johnson’s bully boy attitude. Ordering food and beverages from one’s table seems something worth continuing, avoiding all the wastage of endlessly replenished buffets. The flights was very quiet, with just 30 pax on board, 9 of whom were in Club Europe. Boarding by row also seemed a welcome improvement on the previous ‘groups’. Service on the flight was good and the food was of the usual Do&Co quality. Landing was ahead of schedule and we were through passport control in just a few minutes after a quick check of vaccination certificates and the passenger locator form. Overall, a thoroughly reassuring, coming out of COVID, experience.",sixteen months grounded covid felt almost surreal back heading us essential summer sun greece blissfully quiet queues checkin security even galleries south lounge less frenetic usual despite families kids similarly desperate escape boris johnsons bully boy attitude ordering food beverages ones table seems something worth continuing avoiding wastage endlessly replenished buffets quiet pax board club europe row also seemed welcome improvement previous groups service good food usual doco quality landing ahead schedule passport control minutes quick vaccination certificates passenger locator form overall thoroughly reassuring coming covid experience,2021-05-30,Verified ,0.013897825,0.1022848,0.8838173,5
567,"BA cancelled flight in Dec 2020. Refund was promised in voucher form by call center. We are now 6 months down the line, 13 calls of which each is 40 min waiting time, and 16 email reminders. Conclusion is that they are just going in circles to avoid issuing any voucher. Head of call center is keeping to her empty promises.",cancelled dec refund promised voucher form call center months line calls min waiting time email reminders conclusion going circles avoid issuing voucher head call center keeping empty promises,2021-05-26,Verified ,0.69108665,0.28640556,0.022507757,1
568,Fantastic flight down to Heathrow. Crew doing their best to keep everyone happy in challenging times. Nice to see they have introduced a free snack and water. It’s a start.,fantastic heathrow crew best keep everyone happy challenging times nice see introduced free snack water start,2021-05-15,Verified ,0.0017135454,0.016931614,0.9813548,5
569,"Boarding and disembarking were greatly organised: passengers were boarded at the gate by seperate rows, from the backside to the front (business), minimizing the possiblity for jamming. Same at disembarking: passengers were asked to remain seated, then row per row was called. crew members were supporting the process. What could be improved: distribute hand-sanitizer during boarding. When snack was distributed my row (#8 business) was overlooked for some reason; after a while my seat neighbour highlighted that we did not get food - staff was surprised and fixed it, This was my first flight since one year, and I appreciated the COVID measures taken by BA - still it left some strange experience.",disembarking greatly organised passengers boarded gate seperate rows backside front business minimizing possiblity jamming disembarking passengers asked remain seated row per row called crew members supporting process could improved distribute handsanitizer snack distributed row business overlooked reason neighbour highlighted get food staff surprised fixed first since one year appreciated covid measures taken still left strange experience,2021-04-24,Verified ,0.13018487,0.43145117,0.4383641,3
570,"This was not my best experience with BA thus far as there were a couple of disappointments. I was happy with the fast baggage check-in. This was a bus gate which is not my favourite thing but not a blemish on the airline. The COVID protocols are not as robust as they should be, particularly attendants need to be armed with sanitizer at the cabin entrance. There was a big mix up which I find inexcusable - I and another passenger were allocated the same seat on the same plane, causing a few anxious moments and the friendly attendant had to get me another seat but I don't expect such at this level. Bottles of water were offered to every passenger which was welcome. The plane arrived 10 minutes late.",best experience thus far couple disappointments happy fast baggage checkin bus gate favourite thing blemish covid protocols robust particularly attendants need armed sanitizer cabin entrance big mix find inexcusable another passenger allocated causing anxious moments friendly attendant get another dont expect level bottles water offered every passenger welcome arrived minutes late,2021-04-07,Verified ,0.6972586,0.24294421,0.059797153,1
